序號,答案
20240117090001,202.75731
20240117091001,199.24849
20240117092001,198.34577
20240117093001,197.63716
20240117094001,200.02512
20240117095001,202.11579
20240117100001,198.18903
20240117101001,197.53679
20240117102001,197.06147
20240117103001,196.2668
20240117104001,194.5645
20240117105001,192.31866
20240117110001,194.89876
20240117111001,194.1663
20240117112001,191.28996
20240117113001,190.86675
20240117114001,190.27313
20240117115001,190.03618
20240117120001,190.03373
20240117121001,188.85744
20240117122001,188.85696
20240117123001,187.85644
20240117124001,187.90144
20240117125001,187.63311
20240117130001,187.26324
20240117131001,187.13341
20240117132001,186.93061
20240117133001,186.40179
20240117134001,186.74634
20240117135001,186.135
20240117140001,185.01483
20240117141001,184.36742
20240117142001,184.02214
20240117143001,183.86908
20240117144001,183.75712
20240117145001,183.76323
20240117150001,183.14418
20240117151001,183.06949
20240117152001,183.01386
20240117153001,183.0066
20240117154001,182.96308
20240117155001,182.96979
20240117160001,228.27565
20240117161001,238.27608
20240117162001,257.00579
20240117163001,254.53175
20240117164001,253.47146
20240117165001,246.06431
20240119090001,223.60586
20240119091001,206.93785
20240119092001,204.40602
20240119093001,200.84661
20240119094001,201.97675
20240119095001,205.53993
20240119100001,200.79992
20240119101001,200.69832
20240119102001,196.7131
20240119103001,196.05471
20240119104001,194.54035
20240119105001,192.29276
20240119110001,194.89876
20240119111001,194.1663
20240119112001,191.28996
20240119113001,190.86675
20240119114001,190.27313
20240119115001,190.03618
20240119120001,190.03373
20240119121001,188.85744
20240119122001,188.85696
20240119123001,187.85644
20240119124001,187.90144
20240119125001,187.63311
20240119130001,187.26324
20240119131001,187.13341
20240119132001,186.93061
20240119133001,186.40179
20240119134001,186.74634
20240119135001,186.135
20240119140001,185.01483
20240119141001,184.36742
20240119142001,184.02214
20240119143001,183.86908
20240119144001,183.75712
20240119145001,183.76323
20240119150001,183.14418
20240119151001,183.06949
20240119152001,183.01386
20240119153001,183.0066
20240119154001,182.96308
20240119155001,182.96979
20240119160001,228.27565
20240119161001,238.27608
20240119162001,257.00579
20240119163001,254.53175
20240119164001,253.47146
20240119165001,246.06431
20240224090001,203.682
20240224091001,200.70038
20240224092001,198.0562
20240224093001,197.99957
20240224094001,198.49532
20240224095001,202.12388
20240224100001,198.42007
20240224101001,197.24308
20240224102001,197.20264
20240224103001,196.35257
20240224104001,195.34494
20240224105001,192.19576
20240224110001,194.89876
20240224111001,194.1663
20240224112001,191.28996
20240224113001,190.86675
20240224114001,190.27313
20240224115001,190.03618
20240224120001,190.03373
20240224121001,188.85744
20240224122001,188.85696
20240224123001,187.85644
20240224124001,187.90144
20240224125001,187.63311
20240224130001,187.26324
20240224131001,187.13341
20240224132001,186.93061
20240224133001,186.40179
20240224134001,186.74634
20240224135001,186.135
20240224140001,185.01483
20240224141001,184.36742
20240224142001,184.02214
20240224143001,183.86908
20240224144001,183.75712
20240224145001,183.76323
20240224150001,183.14418
20240224151001,183.06949
20240224152001,183.01386
20240224153001,183.0066
20240224154001,182.96308
20240224155001,182.96979
20240224160001,228.27565
20240224161001,238.27608
20240224162001,257.00579
20240224163001,254.53175
20240224164001,253.47146
20240224165001,246.06431
20240226090001,195.07147
20240226091001,196.31963
20240226092001,199.25379
20240226093001,197.23348
20240226094001,201.32956
