序號,答案
20240117090001,207.11361
20240117091001,201.45755
20240117092001,196.20736
20240117093001,196.52561
20240117094001,199.16081
20240117095001,201.37918
20240117100001,201.18247
20240117101001,206.89899
20240117102001,210.80134
20240117103001,220.62506
20240117104001,242.73252
20240117105001,274.57491
20240117110001,296.66875
20240117111001,269.64871
20240117112001,245.26949
20240117113001,232.17526
20240117114001,232.46692
20240117115001,237.39305
20240117120001,234.36178
20240117121001,236.64885
20240117122001,234.80281
20240117123001,242.04519
20240117124001,230.17066
20240117125001,231.73289
20240117130001,208.09963
20240117131001,204.61711
20240117132001,204.45929
20240117133001,198.69505
20240117134001,197.58118
20240117135001,196.0865
20240117140001,194.03898
20240117141001,194.81317
20240117142001,194.11933
20240117143001,193.8078
20240117144001,194.05129
20240117145001,194.49326
20240117150001,191.5248
20240117151001,188.09912
20240117152001,186.15886
20240117153001,184.68713
20240117154001,183.84097
20240117155001,183.57157
20240117160001,556.34745
20240117161001,697.28306
20240117162001,686.0735
20240117163001,695.47288
20240117164001,843.6927
20240117165001,955.79305
20240119090001,209.07722
20240119091001,199.51316
20240119092001,208.15032
20240119093001,208.4975
20240119094001,209.52622
20240119095001,197.68754
20240119100001,206.12365
20240119101001,205.49231
20240119102001,207.40908
20240119103001,211.71566
20240119104001,232.0336
20240119105001,254.2546
20240119110001,296.66875
20240119111001,269.64871
20240119112001,245.26949
20240119113001,232.17526
20240119114001,232.46692
20240119115001,237.39305
20240119120001,234.36178
20240119121001,236.64885
20240119122001,234.80281
20240119123001,242.04519
20240119124001,230.17066
20240119125001,231.73289
20240119130001,208.09963
20240119131001,204.61711
20240119132001,204.45929
20240119133001,198.69505
20240119134001,197.58118
20240119135001,196.0865
20240119140001,194.03898
20240119141001,194.81317
20240119142001,194.11933
20240119143001,193.8078
20240119144001,194.05129
20240119145001,194.49326
20240119150001,191.5248
20240119151001,188.09912
20240119152001,186.15886
20240119153001,184.68713
20240119154001,183.84097
20240119155001,183.57157
20240119160001,556.34745
20240119161001,697.28306
20240119162001,686.0735
20240119163001,695.47288
20240119164001,843.6927
20240119165001,955.79305
20240224090001,197.12048
20240224091001,203.76797
20240224092001,195.22147
20240224093001,195.59367
20240224094001,196.19335
20240224095001,201.34915
20240224100001,200.62213
20240224101001,208.03055
20240224102001,211.35484
20240224103001,221.51387
20240224104001,250.00251
20240224105001,275.32154
20240224110001,296.66875
20240224111001,269.64871
20240224112001,245.26949
20240224113001,232.17526
20240224114001,232.46692
20240224115001,237.39305
20240224120001,234.36178
20240224121001,236.64885
20240224122001,234.80281
20240224123001,242.04519
20240224124001,230.17066
20240224125001,231.73289
20240224130001,208.09963
20240224131001,204.61711
20240224132001,204.45929
20240224133001,198.69505
20240224134001,197.58118
20240224135001,196.0865
20240224140001,194.03898
20240224141001,194.81317
20240224142001,194.11933
20240224143001,193.8078
20240224144001,194.05129
20240224145001,194.49326
20240224150001,191.5248
20240224151001,188.09912
20240224152001,186.15886
20240224153001,184.68713
20240224154001,183.84097
20240224155001,183.57157
20240224160001,556.34745
20240224161001,697.28306
20240224162001,686.0735
20240224163001,695.47288
20240224164001,843.6927
20240224165001,955.79305
20240226090001,194.32277
20240226091001,201.35616
20240226092001,196.45033
20240226093001,195.41217
20240226094001,201.53379
20240226095001,206.56034
20240226100001,206.19398
20240226101001,206.86058
20240226102001,210.49845
20240226103001,226.57903
20240226104001,248.6007
20240226105001,274.62594
20240226110001,296.66875
20240226111001,269.64871
20240226112001,245.26949
20240226113001,232.17526
20240226114001,232.46692
20240226115001,237.39305
20240226120001,234.36178
20240226121001,236.64885
20240226122001,234.80281
20240226123001,242.04519
20240226124001,230.17066
20240226125001,231.73289
20240226130001,208.09963
20240226131001,204.61711
20240226132001,204.45929
20240226133001,198.69505
20240226134001,197.58118
20240226135001,196.0865
20240226140001,194.03898
20240226141001,194.81317
20240226142001,194.11933
20240226143001,193.8078
20240226144001,194.05129
20240226145001,194.49326
20240226150001,191.5248
20240226151001,188.09912
20240226152001,186.15886
20240226153001,184.68713
20240226154001,183.84097
20240226155001,183.57157
20240226160001,556.34745
20240226161001,697.28306
20240226162001,686.0735
20240226163001,695.47288
20240226164001,843.6927
20240226165001,955.79305
20240327090001,243.26038
20240327091001,227.13237
20240327092001,208.56092
20240327093001,201.81894
20240327094001,197.3625
20240327095001,196.35818
20240327100001,198.0853
20240327101001,203.16467
20240327102001,206.54748
20240327103001,220.06241
20240327104001,239.80202
20240327105001,253.28241
20240327110001,296.66875
20240327111001,269.64871
20240327112001,245.26949
20240327113001,232.17526
20240327114001,232.46692
20240327115001,237.39305
20240327120001,234.36178
20240327121001,236.64885
20240327122001,234.80281
20240327123001,242.04519
20240327124001,230.17066
20240327125001,231.73289
20240327130001,208.09963
20240327131001,204.61711
20240327132001,204.45929
20240327133001,198.69505
20240327134001,197.58118
20240327135001,196.0865
20240327140001,194.03898
20240327141001,194.81317
20240327142001,194.11933
20240327143001,193.8078
20240327144001,194.05129
20240327145001,194.49326
20240327150001,191.5248
20240327151001,188.09912
20240327152001,186.15886
20240327153001,184.68713
20240327154001,183.84097
20240327155001,183.57157
20240327160001,556.34745
20240327161001,697.28306
20240327162001,686.0735
20240327163001,695.47288
20240327164001,843.6927
20240327165001,955.79305
20240329090001,197.94365
20240329091001,199.50602
20240329092001,197.15377
20240329093001,195.24549
20240329094001,191.02304
20240329095001,192.31092
20240329100001,197.40694
20240329101001,203.66129
20240329102001,208.31003
20240329103001,211.58693
20240329104001,239.86245
20240329105001,257.35072
20240329110001,296.66875
20240329111001,269.64871
20240329112001,245.26949
20240329113001,232.17526
20240329114001,232.46692
20240329115001,237.39305
20240329120001,234.36178
20240329121001,236.64885
20240329122001,234.80281
20240329123001,242.04519
20240329124001,230.17066
20240329125001,231.73289
20240329130001,208.09963
20240329131001,204.61711
20240329132001,204.45929
20240329133001,198.69505
20240329134001,197.58118
20240329135001,196.0865
20240329140001,194.03898
20240329141001,194.81317
20240329142001,194.11933
20240329143001,193.8078
20240329144001,194.05129
20240329145001,194.49326
20240329150001,191.5248
20240329151001,188.09912
20240329152001,186.15886
20240329153001,184.68713
20240329154001,183.84097
20240329155001,183.57157
20240329160001,556.34745
20240329161001,697.28306
20240329162001,686.0735
20240329163001,695.47288
20240329164001,843.6927
20240329165001,955.79305
20240428090001,352.59538
20240428091001,224.77161
20240428092001,207.50548
20240428093001,200.38828
20240428094001,199.51135
20240428095001,197.53701
20240428100001,201.79678
20240428101001,203.52593
20240428102001,206.50403
20240428103001,221.03534
20240428104001,235.30055
20240428105001,254.44507
20240428110001,296.66875
20240428111001,269.64871
20240428112001,245.26949
20240428113001,232.17526
20240428114001,232.46692
20240428115001,237.39305
20240428120001,234.36178
20240428121001,236.64885
20240428122001,234.80281
20240428123001,242.04519
20240428124001,230.17066
20240428125001,231.73289
20240428130001,208.09963
20240428131001,204.61711
20240428132001,204.45929
20240428133001,198.69505
20240428134001,197.58118
20240428135001,196.0865
20240428140001,194.03898
20240428141001,194.81317
20240428142001,194.11933
20240428143001,193.8078
20240428144001,194.05129
20240428145001,194.49326
20240428150001,191.5248
20240428151001,188.09912
20240428152001,186.15886
20240428153001,184.68713
20240428154001,183.84097
20240428155001,183.57157
20240428160001,556.34745
20240428161001,697.28306
20240428162001,686.0735
20240428163001,695.47288
20240428164001,843.6927
20240428165001,955.79305
20240430090001,783.88443
20240430091001,357.06212
20240430092001,341.46664
20240430093001,208.36499
20240430094001,213.30331
20240430095001,202.37695
20240430100001,208.64631
20240430101001,199.93876
20240430102001,203.43915
20240430103001,211.16098
20240430104001,220.42492
