序號,答案
20240117090001,221.10879
20240117091001,234.40308
20240117092001,240.1831
20240117093001,326.93502
20240117094001,317.08197
20240117095001,330.42151
20240117100001,459.4006
20240117101001,561.91932
20240117102001,535.5155
20240117103001,541.77444
20240117104001,516.13837
20240117105001,512.45507
20240117110001,441.92966
20240117111001,338.82062
20240117112001,303.30648
20240117113001,315.36838
20240117114001,310.53277
20240117115001,306.42828
20240117120001,288.93107
20240117121001,284.29539
20240117122001,278.13399
20240117123001,281.2635
20240117124001,258.95974
20240117125001,247.12833
20240117130001,245.51111
20240117131001,242.33818
20240117132001,239.26404
20240117133001,230.19293
20240117134001,236.14525
20240117135001,241.73287
20240117140001,227.82167
20240117141001,215.97679
20240117142001,210.54154
20240117143001,214.06279
20240117144001,225.92288
20240117145001,234.17626
20240117150001,230.74564
20240117151001,226.18523
20240117152001,219.73381
20240117153001,208.0019
20240117154001,207.80827
20240117155001,201.56586
20240117160001,347.35057
20240117161001,457.13445
20240117162001,504.24224
20240117163001,475.11488
20240117164001,505.32995
20240117165001,655.26543
20240119090001,238.27747
20240119091001,220.88267
20240119092001,207.43906
20240119093001,231.26471
20240119094001,247.43381
20240119095001,432.71656
20240119100001,681.1502
20240119101001,594.59849
20240119102001,550.69973
20240119103001,528.03308
20240119104001,519.27556
20240119105001,524.50855
20240119110001,441.92966
20240119111001,338.82062
20240119112001,303.30648
20240119113001,315.36838
20240119114001,310.53277
20240119115001,306.42828
20240119120001,288.93107
20240119121001,284.29539
20240119122001,278.13399
20240119123001,281.2635
20240119124001,258.95974
20240119125001,247.12833
20240119130001,245.51111
20240119131001,242.33818
20240119132001,239.26404
20240119133001,230.19293
20240119134001,236.14525
20240119135001,241.73287
20240119140001,227.82167
20240119141001,215.97679
20240119142001,210.54154
20240119143001,214.06279
20240119144001,225.92288
20240119145001,234.17626
20240119150001,230.74564
20240119151001,226.18523
20240119152001,219.73381
20240119153001,208.0019
20240119154001,207.80827
20240119155001,201.56586
20240119160001,347.35057
20240119161001,457.13445
20240119162001,504.24224
20240119163001,475.11488
20240119164001,505.32995
20240119165001,655.26543
20240224090001,213.07145
20240224091001,233.82678
20240224092001,242.28585
20240224093001,289.74327
20240224094001,281.51636
20240224095001,302.27737
20240224100001,393.06514
20240224101001,562.41473
20240224102001,542.61097
20240224103001,560.86552
20240224104001,515.36533
20240224105001,494.33478
20240224110001,441.92966
20240224111001,338.82062
20240224112001,303.30648
20240224113001,315.36838
20240224114001,310.53277
20240224115001,306.42828
20240224120001,288.93107
20240224121001,284.29539
20240224122001,278.13399
20240224123001,281.2635
20240224124001,258.95974
20240224125001,247.12833
20240224130001,245.51111
20240224131001,242.33818
20240224132001,239.26404
20240224133001,230.19293
20240224134001,236.14525
20240224135001,241.73287
20240224140001,227.82167
20240224141001,215.97679
20240224142001,210.54154
20240224143001,214.06279
20240224144001,225.92288
20240224145001,234.17626
20240224150001,230.74564
20240224151001,226.18523
20240224152001,219.73381
20240224153001,208.0019
20240224154001,207.80827
20240224155001,201.56586
20240224160001,347.35057
20240224161001,457.13445
20240224162001,504.24224
20240224163001,475.11488
20240224164001,505.32995
20240224165001,655.26543
20240226090001,201.95207
20240226091001,222.19631
20240226092001,238.1552
20240226093001,289.32854
20240226094001,326.32954
20240226095001,342.73747
20240226100001,390.03194
20240226101001,537.77891
20240226102001,534.17516
20240226103001,555.68527
20240226104001,520.13529
20240226105001,479.69386
20240226110001,441.92966
20240226111001,338.82062
20240226112001,303.30648
20240226113001,315.36838
20240226114001,310.53277
20240226115001,306.42828
20240226120001,288.93107
20240226121001,284.29539
20240226122001,278.13399
20240226123001,281.2635
20240226124001,258.95974
20240226125001,247.12833
20240226130001,245.51111
20240226131001,242.33818
20240226132001,239.26404
20240226133001,230.19293
20240226134001,236.14525
20240226135001,241.73287
20240226140001,227.82167
20240226141001,215.97679
20240226142001,210.54154
20240226143001,214.06279
20240226144001,225.92288
20240226145001,234.17626
20240226150001,230.74564
20240226151001,226.18523
20240226152001,219.73381
20240226153001,208.0019
20240226154001,207.80827
20240226155001,201.56586
20240226160001,347.35057
20240226161001,457.13445
20240226162001,504.24224
20240226163001,475.11488
20240226164001,505.32995
20240226165001,655.26543
20240327090001,252.91433
20240327091001,235.035
20240327092001,240.73537
20240327093001,271.27186
20240327094001,246.92195
20240327095001,302.68923
20240327100001,552.75902
20240327101001,613.68759
20240327102001,534.16526
20240327103001,534.41143
20240327104001,516.79478
20240327105001,514.36263
20240327110001,441.92966
20240327111001,338.82062
20240327112001,303.30648
20240327113001,315.36838
20240327114001,310.53277
20240327115001,306.42828
20240327120001,288.93107
20240327121001,284.29539
20240327122001,278.13399
20240327123001,281.2635
20240327124001,258.95974
20240327125001,247.12833
20240327130001,245.51111
20240327131001,242.33818
20240327132001,239.26404
20240327133001,230.19293
20240327134001,236.14525
20240327135001,241.73287
20240327140001,227.82167
20240327141001,215.97679
20240327142001,210.54154
20240327143001,214.06279
20240327144001,225.92288
20240327145001,234.17626
20240327150001,230.74564
20240327151001,226.18523
20240327152001,219.73381
20240327153001,208.0019
20240327154001,207.80827
20240327155001,201.56586
20240327160001,347.35057
20240327161001,457.13445
20240327162001,504.24224
20240327163001,475.11488
20240327164001,505.32995
20240327165001,655.26543
20240329090001,193.90197
20240329091001,221.17178
20240329092001,241.56245
20240329093001,290.03235
20240329094001,280.20924
20240329095001,293.19421
20240329100001,460.83025
20240329101001,609.33438
20240329102001,535.34183
20240329103001,530.48431
20240329104001,521.25372
20240329105001,516.10579
20240329110001,441.92966
20240329111001,338.82062
20240329112001,303.30648
20240329113001,315.36838
20240329114001,310.53277
20240329115001,306.42828
20240329120001,288.93107
20240329121001,284.29539
20240329122001,278.13399
20240329123001,281.2635
20240329124001,258.95974
20240329125001,247.12833
20240329130001,245.51111
20240329131001,242.33818
20240329132001,239.26404
20240329133001,230.19293
20240329134001,236.14525
20240329135001,241.73287
20240329140001,227.82167
20240329141001,215.97679
20240329142001,210.54154
20240329143001,214.06279
20240329144001,225.92288
20240329145001,234.17626
20240329150001,230.74564
20240329151001,226.18523
20240329152001,219.73381
20240329153001,208.0019
20240329154001,207.80827
20240329155001,201.56586
20240329160001,347.35057
20240329161001,457.13445
20240329162001,504.24224
20240329163001,475.11488
20240329164001,505.32995
20240329165001,655.26543
20240428090001,342.62147
20240428091001,250.45799
20240428092001,241.48832
20240428093001,275.72936
20240428094001,250.69067
20240428095001,324.05022
20240428100001,459.99529
20240428101001,611.5397
20240428102001,536.36869
20240428103001,534.35517
20240428104001,511.29456
20240428105001,514.86955
20240428110001,441.92966
20240428111001,338.82062
20240428112001,303.30648
20240428113001,315.36838
20240428114001,310.53277
20240428115001,306.42828
20240428120001,288.93107
20240428121001,284.29539
20240428122001,278.13399
20240428123001,281.2635
20240428124001,258.95974
20240428125001,247.12833
20240428130001,245.51111
20240428131001,242.33818
20240428132001,239.26404
20240428133001,230.19293
20240428134001,236.14525
20240428135001,241.73287
20240428140001,227.82167
20240428141001,215.97679
20240428142001,210.54154
20240428143001,214.06279
20240428144001,225.92288
20240428145001,234.17626
20240428150001,230.74564
20240428151001,226.18523
20240428152001,219.73381
20240428153001,208.0019
20240428154001,207.80827
20240428155001,201.56586
20240428160001,347.35057
20240428161001,457.13445
20240428162001,504.24224
20240428163001,475.11488
20240428164001,505.32995
20240428165001,655.26543
20240430090001,753.61795
20240430091001,259.13419
20240430092001,378.35969
20240430093001,319.38265
20240430094001,412.43115
20240430095001,455.09887
20240430100001,531.92003
20240430101001,512.6794
20240430102001,459.31548
20240430103001,465.45685
20240430104001,534.24646
20240430105001,538.46807
20240430110001,441.92966
20240430111001,338.82062
20240430112001,303.30648
20240430113001,315.36838
20240430114001,310.53277
20240430115001,306.42828
20240430120001,288.93107
20240430121001,284.29539
20240430122001,278.13399
20240430123001,281.2635
20240430124001,258.95974
20240430125001,247.12833
20240430130001,245.51111
20240430131001,242.33818
20240430132001,239.26404
20240430133001,230.19293
20240430134001,236.14525
20240430135001,241.73287
20240430140001,227.82167
20240430141001,215.97679
20240430142001,210.54154
20240430143001,214.06279
20240430144001,225.92288
20240430145001,234.17626
20240430150001,230.74564
20240430151001,226.18523
20240430152001,219.73381
20240430153001,208.0019
20240430154001,207.80827
20240430155001,201.56586
20240430160001,347.35057
20240430161001,457.13445
20240430162001,504.24224
20240430163001,475.11488
20240430164001,505.32995
20240430165001,655.26543
20240515090001,799.52783
20240515091001,340.59179
20240515092001,388.97928
20240515093001,308.45133
20240515094001,374.98506
20240515095001,328.96094
20240515100001,541.92795
20240515101001,519.2095
20240515102001,438.56901
20240515103001,484.69498
20240515104001,531.07217
20240515105001,535.31487
20240515110001,441.92966
20240515111001,338.82062
20240515112001,303.30648
20240515113001,315.36838
20240515114001,310.53277
20240515115001,306.42828
20240515120001,288.93107
20240515121001,284.29539
20240515122001,278.13399
20240515123001,281.2635
20240515124001,258.95974
20240515125001,247.12833
20240515130001,245.51111
20240515131001,242.33818
20240515132001,239.26404
20240515133001,230.19293
20240515134001,236.14525
20240515135001,241.73287
20240515140001,227.82167
20240515141001,215.97679
20240515142001,210.54154
20240515143001,214.06279
20240515144001,225.92288
20240515145001,234.17626
20240515150001,230.74564
20240515151001,226.18523
20240515152001,219.73381
20240515153001,208.0019
20240515154001,207.80827
20240515155001,201.56586
20240515160001,347.35057
20240515161001,457.13445
20240515162001,504.24224
20240515163001,475.11488
20240515164001,505.32995
20240515165001,655.26543
20240520090001,423.13789
20240520091001,224.39279
20240520092001,244.08223
20240520093001,240.78886
20240520094001,232.24709
20240520095001,383.36955
20240520100001,636.62214
20240520101001,643.97803
20240520102001,545.20145
20240520103001,530.75321
20240520104001,500.4423
20240520105001,517.34353
20240520110001,441.92966
20240520111001,338.82062
20240520112001,303.30648
20240520113001,315.36838
20240520114001,310.53277
20240520115001,306.42828
20240520120001,288.93107
20240520121001,284.29539
20240520122001,278.13399
20240520123001,281.2635
20240520124001,258.95974
20240520125001,247.12833
20240520130001,245.51111
20240520131001,242.33818
20240520132001,239.26404
20240520133001,230.19293
20240520134001,236.14525
20240520135001,241.73287
20240520140001,227.82167
20240520141001,215.97679
20240520142001,210.54154
20240520143001,214.06279
20240520144001,225.92288
20240520145001,234.17626
20240520150001,230.74564
20240520151001,226.18523
20240520152001,219.73381
20240520153001,208.0019
20240520154001,207.80827
20240520155001,201.56586
20240520160001,347.35057
20240520161001,457.13445
20240520162001,504.24224
20240520163001,475.11488
20240520164001,505.32995
20240520165001,655.26543
20240613090001,208.64062
20240613091001,209.55073
20240613092001,223.03656
20240613093001,242.32231
20240613094001,241.57644
20240613095001,272.3375
20240613100001,409.33202
20240613101001,642.98061
