序號,答案
20240117090001,231.43053
20240117091001,222.32018
20240117092001,228.6639
20240117093001,222.66922
20240117094001,225.76422
20240117095001,223.42922
20240117100001,224.12103
20240117101001,232.5891
20240117102001,241.28172
20240117103001,255.2355
20240117104001,293.33679
20240117105001,322.72931
20240117110001,328.82211
20240117111001,326.8193
20240117112001,315.56663
20240117113001,303.69064
20240117114001,299.78501
20240117115001,288.20975
20240117120001,252.03991
20240117121001,241.83578
20240117122001,235.54654
20240117123001,232.06244
20240117124001,227.56649
20240117125001,225.49557
20240117130001,212.59048
20240117131001,213.30056
20240117132001,210.11708
20240117133001,209.55011
20240117134001,209.35365
20240117135001,207.22041
20240117140001,203.8199
20240117141001,202.24021
20240117142001,200.97479
20240117143001,200.61126
20240117144001,199.13119
20240117145001,201.1333
20240117150001,197.40741
20240117151001,194.03066
20240117152001,193.54457
20240117153001,193.69191
20240117154001,193.61548
20240117155001,192.23467
20240117160001,303.90293
20240117161001,358.22146
20240117162001,405.42137
20240117163001,470.96444
20240117164001,540.40923
20240117165001,577.97265
20240119090001,242.79789
20240119091001,242.24128
20240119092001,226.79788
20240119093001,212.38242
20240119094001,221.08121
20240119095001,230.35283
20240119100001,229.4595
20240119101001,235.53054
20240119102001,235.90874
20240119103001,251.32138
20240119104001,286.61481
20240119105001,322.64662
20240119110001,328.82211
20240119111001,326.8193
20240119112001,315.56663
20240119113001,303.69064
20240119114001,299.78501
20240119115001,288.20975
20240119120001,252.03991
20240119121001,241.83578
20240119122001,235.54654
20240119123001,232.06244
20240119124001,227.56649
20240119125001,225.49557
20240119130001,212.59048
20240119131001,213.30056
20240119132001,210.11708
20240119133001,209.55011
20240119134001,209.35365
20240119135001,207.22041
20240119140001,203.8199
20240119141001,202.24021
20240119142001,200.97479
20240119143001,200.61126
20240119144001,199.13119
20240119145001,201.1333
20240119150001,197.40741
20240119151001,194.03066
20240119152001,193.54457
20240119153001,193.69191
20240119154001,193.61548
20240119155001,192.23467
20240119160001,303.90293
20240119161001,358.22146
20240119162001,405.42137
20240119163001,470.96444
20240119164001,540.40923
20240119165001,577.97265
20240224090001,222.55661
20240224091001,221.25313
20240224092001,229.5697
20240224093001,223.86274
20240224094001,222.78235
20240224095001,223.66013
20240224100001,222.93709
20240224101001,229.85861
20240224102001,242.90335
20240224103001,263.77535
20240224104001,294.0841
20240224105001,322.39053
20240224110001,328.82211
20240224111001,326.8193
20240224112001,315.56663
20240224113001,303.69064
20240224114001,299.78501
20240224115001,288.20975
20240224120001,252.03991
20240224121001,241.83578
20240224122001,235.54654
20240224123001,232.06244
20240224124001,227.56649
20240224125001,225.49557
20240224130001,212.59048
20240224131001,213.30056
20240224132001,210.11708
20240224133001,209.55011
20240224134001,209.35365
20240224135001,207.22041
20240224140001,203.8199
20240224141001,202.24021
20240224142001,200.97479
20240224143001,200.61126
20240224144001,199.13119
20240224145001,201.1333
20240224150001,197.40741
20240224151001,194.03066
20240224152001,193.54457
20240224153001,193.69191
20240224154001,193.61548
20240224155001,192.23467
20240224160001,303.90293
20240224161001,358.22146
20240224162001,405.42137
20240224163001,470.96444
20240224164001,540.40923
20240224165001,577.97265
20240226090001,207.32389
